UniqueKey,year,category_id,category,subcategory_id,subcategory,project_id,project,amount
2011-1,2011 ,1,健康福祉,1.2,福祉,project_1,老人保健医療費拠出金,5248169 
2011-2,2011 ,8,政策,8.2,総務,project_2,基金管理費,700305 
2011-3,2011 ,1,健康福祉,1.2,福祉,project_3,扶助費,1976070555 
2011-4,2011 ,8,政策,8.1,政策,project_4,議会費,37099172 
2011-5,2011 ,8,政策,8.1,政策,project_5,議会費,130604740 
2011-6,2011 ,8,政策,8.1,政策,project_6,議会費,1113600 
2011-7,2011 ,8,政策,8.1,政策,project_7,議会費,2094000 
2011-8,2011 ,8,政策,8.1,政策,project_8,議会費,33669986 
2011-9,2011 ,8,政策,8.1,政策,project_9,議会費,630000 
2011-10,2011 ,8,政策,8.1,政策,project_10,議会費,1002000 
2011-11,2011 ,8,政策,8.1,政策,project_11,議会費,2742241 
2011-12,2011 ,8,政策,8.1,政策,project_12,議会費,11868983 
2011-13,2011 ,8,政策,8.1,政策,project_13,議会費,118272000 
2011-14,2011 ,8,政策,8.1,政策,project_14,議会費,1212000 
2011-15,2011 ,8,政策,8.1,政策,project_15,議会費,13467667 
2011-16,2011 ,8,政策,8.1,政策,project_16,議会費,51341 
2011-17,2011 ,8,政策,8.1,政策,project_17,議会費,446725 
2011-18,2011 ,8,政策,8.1,政策,project_18,議会費,329225 
2011-19,2011 ,8,政策,8.1,政策,project_19,議会費,6212703 
2011-20,2011 ,8,政策,8.1,政策,project_20,議会費,89480 
2011-21,2011 ,8,政策,8.1,政策,project_21,議会費,45968 
2011-22,2011 ,8,政策,8.1,政策,project_22,議会費,3936908 
2011-23,2011 ,8,政策,8.1,政策,project_23,議会費,2341745 
2011-24,2011 ,8,政策,8.1,政策,project_24,議会費,9600 
2011-25,2011 ,8,政策,8.1,政策,project_25,議会費,1481888 
2011-26,2011 ,8,政策,8.1,政策,project_26,議会費,2677500 
2011-27,2011 ,8,政策,8.1,政策,project_27,議会費,183025 
2011-28,2011 ,8,政策,8.1,政策,project_28,議会費,783500 
2011-29,2011 ,8,政策,8.1,政策,project_29,議会費,13000 
2011-30,2011 ,8,政策,8.1,政策,project_30,議会費,5132862 
2011-31,2011 ,8,政策,8.2,総務,project_31,一般管理費,8878400 
2011-32,2011 ,8,政策,8.2,総務,project_32,一般管理費,54000 
2011-33,2011 ,8,政策,8.2,総務,project_33,一般管理費,49500 
2011-34,2011 ,8,政策,8.2,総務,project_34,一般管理費,310500 
2011-35,2011 ,8,政策,8.2,総務,project_35,一般管理費,82583640 
2011-36,2011 ,8,政策,8.2,総務,project_36,一般管理費,24366800 
2011-37,2011 ,8,政策,8.2,総務,project_37,一般管理費,558838071 
2011-38,2011 ,8,政策,8.2,総務,project_38,一般管理費,2936100 
2011-39,2011 ,8,政策,8.2,総務,project_39,一般管理費,12830400 
2011-40,2011 ,8,政策,8.2,総務,project_40,一般管理費,27324000 
2011-41,2011 ,8,政策,8.2,総務,project_41,一般管理費,8834600 
2011-42,2011 ,8,政策,8.2,総務,project_42,一般管理費,11263400 
2011-43,2011 ,8,政策,8.2,総務,project_43,一般管理費,18956104 
2011-44,2011 ,8,政策,8.2,総務,project_44,一般管理費,221163456 
2011-45,2011 ,8,政策,8.2,総務,project_45,一般管理費,16462000 
2011-46,2011 ,8,政策,8.2,総務,project_46,一般管理費,767943243 
2011-47,2011 ,8,政策,8.2,総務,project_47,一般管理費,7843460 
2011-48,2011 ,8,政策,8.2,総務,project_48,一般管理費,199141977 
2011-49,2011 ,8,政策,8.2,総務,project_49,一般管理費,6834618 
2011-50,2011 ,8,政策,8.2,総務,project_50,一般管理費,57773422 
